JobID,JobTitle,CompetencyID,CompetencyName,Weight,Level,Keywords
J05,Data Engineer,C03,SQL,4,Advanced,"SQL, queries, joins, subqueries, CTE, window functions, aggregate functions, group by, indexes, relational databases, PostgreSQL, MySQL, SQL Server, Snowflake, BigQuery, query tuning, data engineering, pipelines, batch, streaming, scalability, reliability"
J05,Data Engineer,C37,Data Modeling (Dimensional/ERM),4,Advanced,"data modeling, ERD, dimensional modeling, normalization, denormalization, star schema, snowflake schema, surrogate keys, data engineering, pipelines, batch, streaming, scalability, reliability"
J05,Data Engineer,C38,Query Optimization,4,Advanced,"query optimization, indexing, execution plans, caching, partitioning, clustering, cost-based optimizer, data engineering, pipelines, batch, streaming, scalability, reliability"
J05,Data Engineer,C29,Distributed Systems,3,Intermediate,"distributed systems, concurrency, scalability, fault tolerance, message queues, Kafka, RabbitMQ, event-driven architecture, data engineering, pipelines, batch, streaming, scalability, reliability"
J05,Data Engineer,C32,Containerization & Orchestration,4,Advanced,"Docker, Kubernetes, Helm, containers, orchestration, pods, services, deployments, autoscaling, data engineering, pipelines, batch, streaming, scalability, reliability"
J05,Data Engineer,C35,Data Quality Management,4,Advanced,"data quality, validation, profiling, completeness, accuracy, consistency, anomaly detection, Great Expectations, dbt tests, data engineering, pipelines, batch, streaming, scalability, reliability"
J06,Data Architect,C37,Data Modeling (Dimensional/ERM),5,Expert,"data modeling, ERD, dimensional modeling, normalization, denormalization, star schema, snowflake schema, surrogate keys, data architecture, design, standards, governance, scalability, reliability"
J06,Data Architect,C17,Data Warehousing,5,Expert,"data warehousing, star schema, snowflake schema, dimensional modeling, fact table, dimension table, Kimball, OLAP, ELT, dbt, semantic layer, data architecture, design, standards, governance, scalability, reliability"
J06,Data Architect,C14,Cloud Platforms,4,Advanced,"cloud, AWS, Azure, GCP, IAM, S3, EC2, Lambda, Databricks, BigQuery, Snowflake, Dataflow, DataProc, cloud architecture, data architecture, design, standards, governance, scalability, reliability"
J06,Data Architect,C34,Data Governance & Compliance,4,Advanced,"data governance, data catalog, lineage, metadata, stewardship, policies, compliance, ISO 27001, SOC 2, data architecture, design, standards, governance, scalability, reliability"
J06,Data Architect,C33,Security & Privacy,3,Intermediate,"security, privacy, GDPR, encryption, authentication, authorization, secrets management, threat modeling, OWASP, data architecture, design, standards, governance, scalability, reliability"
J06,Data Architect,C38,Query Optimization,4,Advanced,"query optimization, indexing, execution plans, caching, partitioning, clustering, cost-based optimizer, data architecture, design, standards, governance, scalability, reliability"
J06,Data Architect,C36,ETL/ELT,4,Advanced,"ETL, ELT, extraction, transformation, loading, connectors, Fivetran, Stitch, Informatica, Talend, dbt, data architecture, design, standards, governance, scalability, reliability"
J06,Data Architect,C29,Distributed Systems,3,Intermediate,"distributed systems, concurrency, scalability, fault tolerance, message queues, Kafka, RabbitMQ, event-driven architecture, data architecture, design, standards, governance, scalability, reliability"
J06,Data Architect,C35,Data Quality Management,4,Advanced,"data quality, validation, profiling, completeness, accuracy, consistency, anomaly detection, Great Expectations, dbt tests, data architecture, design, standards, governance, scalability, reliability"
J06,Data Architect,C18,Business Intelligence,3,Intermediate,"business intelligence, BI, reporting, dashboards, KPI, metrics layer, DAX, Power BI, SSAS, Looker, semantic models, data architecture, design, standards, governance, scalability, reliability"
J07,Business Analyst,C20,Data Storytelling & Communication,5,Advanced,"data storytelling, communication, presentation, slide design, executive summary, stakeholder management, requirement gathering, narrative with data, business analysis, requirements, stakeholders, KPIs, process, decision-making"
J07,Business Analyst,C19,Dashboarding,4,Advanced,"dashboard, data storytelling, filters, slicers, interactivity, layout, Power BI, Tableau, Looker Studio, KPI design, business analysis, requirements, stakeholders, KPIs, process, decision-making"
J07,Business Analyst,C02,Data Visualization,4,Advanced,"data visualization, dashboards, charts, plots, storytelling, data storytelling, matplotlib, seaborn, plotly, Power BI, Tableau, Looker Studio, visualization best practices, UX for data, business analysis, requirements, stakeholders, KPIs, process, decision-making"
J07,Business Analyst,C03,SQL,3,Intermediate,"SQL, queries, joins, subqueries, CTE, window functions, aggregate functions, group by, indexes, relational databases, PostgreSQL, MySQL, SQL Server, Snowflake, BigQuery, query tuning, business analysis, requirements, stakeholders, KPIs, process, decision-making"
J07,Business Analyst,C21,Experiment Design & A/B Testing,4,Advanced,"experiment design, A/B testing, randomized controlled trials, uplift modeling, power analysis, sample size, segmentation, online experiments, business analysis, requirements, stakeholders, KPIs, process, decision-making"
J07,Business Analyst,C18,Business Intelligence,4,Advanced,"business intelligence, BI, reporting, dashboards, KPI, metrics layer, DAX, Power BI, SSAS, Looker, semantic models, business analysis, requirements, stakeholders, KPIs, process, decision-making"
J07,Business Analyst,C05,Statistics,3,Intermediate,"statistics, statistical inference, hypothesis testing, p-value, confidence interval, ANOVA, regression, probability distributions, Bayesian methods, sampling, variance, bias, business analysis, requirements, stakeholders, KPIs, process, decision-making"
J07,Business Analyst,C01,Data Cleaning,2,Intermediate,"data cleaning, data wrangling, preprocessing, preparation, missing values, outliers, duplicates, imputation, normalization, standardization, data profiling, data validation, pandas, data quality checks, business analysis, requirements, stakeholders, KPIs, process, decision-making"
J08,MLOps Engineer,C13,MLOps,5,Expert,"MLOps, CI/CD for ML, model registry, monitoring, drift detection, retraining, pipelines, MLflow, Kubeflow, SageMaker, Vertex AI, feature store, governance, MLOps, operations, monitoring, automation, observability, reliability"
J08,MLOps Engineer,C31,CI/CD Automation,5,Expert,"CI/CD, Git, GitHub Actions, GitLab CI, Jenkins, automated testing, unit tests, integration tests, deployment pipelines, MLOps, operations, monitoring, automation, observability, reliability"
J08,MLOps Engineer,C32,Containerization & Orchestration,5,Advanced,"Docker, Kubernetes, Helm, containers, orchestration, pods, services, deployments, autoscaling, MLOps, operations, monitoring, automation, observability, reliability"
J08,MLOps Engineer,C39,Performance Monitoring & Observability,5,Advanced,"monitoring, logging, observability, Prometheus, Grafana, tracing, latency, throughput, SLO, SLA, MLOps, operations, monitoring, automation, observability, reliability"
J08,MLOps Engineer,C12,Model Deployment,4,Advanced,"model deployment, REST API, Flask, FastAPI, Docker, containers, microservices, inference, latency, scalability, model serving, load testing, MLOps, operations, monitoring, automation, observability, reliability"
J08,MLOps Engineer,C14,Cloud Platforms,4,Advanced,"cloud, AWS, Azure, GCP, IAM, S3, EC2, Lambda, Databricks, BigQuery, Snowflake, Dataflow, DataProc, cloud architecture, MLOps, operations, monitoring, automation, observability, reliability"
J08,MLOps Engineer,C42,Experiment Tracking,3,Intermediate,"experiment tracking, MLflow, Weights & Biases, Neptune, experiment metadata, artifacts, reproducibility, MLOps, operations, monitoring, automation, observability, reliability"
J08,MLOps Engineer,C15,Data Pipelines,4,Advanced,"data pipeline, Airflow, Prefect, Luigi, scheduling, orchestration, DAG, ETL, ELT, batch processing, streaming, Kafka, Spark Structured Streaming, MLOps, operations, monitoring, automation, observability, reliability"
J09,NLP Engineer,C08,Natural Language Processing,5,Expert,"natural language processing, NLP, text preprocessing, tokenization, stemming, lemmatization, embeddings, word2vec, GloVe, BERT, RoBERTa, GPT, sentiment analysis, text classification, NER, summarization, translation, spaCy, NLTK, Hugging Face Transformers, NLP, text analytics, LLM, RAG, retrieval, embeddings"
J09,NLP Engineer,C40,LLMs & Prompt Engineering,5,Expert,"LLM, prompt engineering, few-shot, retrieval, RAG, OpenAI, Anthropic, Hugging Face, LangChain, function calling, tool use, NLP, text analytics, LLM, RAG, retrieval, embeddings"
J09,NLP Engineer,C41,Vector Databases & Indexing,4,Advanced,"vector database, embeddings, FAISS, Milvus, Pinecone, pgvector, Annoy, HNSW, similarity search, index tuning, NLP, text analytics, LLM, RAG, retrieval, embeddings"
J09,NLP Engineer,C06,Machine Learning,4,Advanced,"machine learning, supervised learning, unsupervised learning, classification, regression, clustering, k-means, decision trees, random forest, gradient boosting, xgboost, lightgbm, scikit-learn, model training, NLP, text analytics, LLM, RAG, retrieval, embeddings"
J09,NLP Engineer,C11,Model Evaluation & Validation,4,Advanced,"model evaluation, validation, cross-validation, k-fold, stratified, train test split, ROC AUC, precision, recall, F1-score, confusion matrix, calibration, metrics, NLP, text analytics, LLM, RAG, retrieval, embeddings"
J09,NLP Engineer,C12,Model Deployment,3,Intermediate,"model deployment, REST API, Flask, FastAPI, Docker, containers, microservices, inference, latency, scalability, model serving, load testing, NLP, text analytics, LLM, RAG, retrieval, embeddings"
J09,NLP Engineer,C15,Data Pipelines,3,Intermediate,"data pipeline, Airflow, Prefect, Luigi, scheduling, orchestration, DAG, ETL, ELT, batch processing, streaming, Kafka, Spark Structured Streaming, NLP, text analytics, LLM, RAG, retrieval, embeddings"
J09,NLP Engineer,C26,Python Programming,4,Advanced,"Python, pandas, NumPy, scikit-learn, Jupyter, matplotlib, pip, virtualenv, packaging, type hints, NLP, text analytics, LLM, RAG, retrieval, embeddings"
J10,Computer Vision Engineer,C09,Computer Vision,5,Expert,"computer vision, image processing, OpenCV, CNN, object detection, segmentation, classification, YOLO, Faster R-CNN, Mask R-CNN, Vision Transformer, data augmentation, computer vision, perception, image, video, detection, segmentation"
J10,Computer Vision Engineer,C07,Deep Learning,5,Expert,"deep learning, neural networks, CNN, RNN, LSTM, GRU, transformer, backpropagation, PyTorch, TensorFlow, Keras, GPU, fine-tuning, computer vision, perception, image, video, detection, segmentation"
J10,Computer Vision Engineer,C06,Machine Learning,4,Advanced,"machine learning, supervised learning, unsupervised learning, classification, regression, clustering, k-means, decision trees, random forest, gradient boosting, xgboost, lightgbm, scikit-learn, model training, computer vision, perception, image, video, detection, segmentation"
J10,Computer Vision Engineer,C11,Model Evaluation & Validation,4,Advanced,"model evaluation, validation, cross-validation, k-fold, stratified, train test split, ROC AUC, precision, recall, F1-score, confusion matrix, calibration, metrics, computer vision, perception, image, video, detection, segmentation"
J10,Computer Vision Engineer,C12,Model Deployment,3,Intermediate,"model deployment, REST API, Flask, FastAPI, Docker, containers, microservices, inference, latency, scalability, model serving, load testing, computer vision, perception, image, video, detection, segmentation"
J10,Computer Vision Engineer,C32,Containerization & Orchestration,3,Intermediate,"Docker, Kubernetes, Helm, containers, orchestration, pods, services, deployments, autoscaling, computer vision, perception, image, video, detection, segmentation"
J10,Computer Vision Engineer,C14,Cloud Platforms,3,Intermediate,"cloud, AWS, Azure, GCP, IAM, S3, EC2, Lambda, Databricks, BigQuery, Snowflake, Dataflow, DataProc, cloud architecture, computer vision, perception, image, video, detection, segmentation"
J10,Computer Vision Engineer,C39,Performance Monitoring & Observability,3,Intermediate,"monitoring, logging, observability, Prometheus, Grafana, tracing, latency, throughput, SLO, SLA, computer vision, perception, image, video, detection, segmentation"
J11,Analytics Engineer,C17,Data Warehousing,4,Advanced,"data warehousing, star schema, snowflake schema, dimensional modeling, fact table, dimension table, Kimball, OLAP, ELT, dbt, semantic layer, analytics engineering, dbt, semantic layer, transformation, metrics"
J11,Analytics Engineer,C18,Business Intelligence,4,Advanced,"business intelligence, BI, reporting, dashboards, KPI, metrics layer, DAX, Power BI, SSAS, Looker, semantic models, analytics engineering, dbt, semantic layer, transformation, metrics"
J11,Analytics Engineer,C19,Dashboarding,4,Advanced,"dashboard, data storytelling, filters, slicers, interactivity, layout, Power BI, Tableau, Looker Studio, KPI design, analytics engineering, dbt, semantic layer, transformation, metrics"
J11,Analytics Engineer,C36,ETL/ELT,4,Advanced,"ETL, ELT, extraction, transformation, loading, connectors, Fivetran, Stitch, Informatica, Talend, dbt, analytics engineering, dbt, semantic layer, transformation, metrics"
J11,Analytics Engineer,C37,Data Modeling (Dimensional/ERM),4,Advanced,"data modeling, ERD, dimensional modeling, normalization, denormalization, star schema, snowflake schema, surrogate keys, analytics engineering, dbt, semantic layer, transformation, metrics"
J11,Analytics Engineer,C38,Query Optimization,4,Advanced,"query optimization, indexing, execution plans, caching, partitioning, clustering, cost-based optimizer, analytics engineering, dbt, semantic layer, transformation, metrics"
J11,Analytics Engineer,C26,Python Programming,3,Intermediate,"Python, pandas, NumPy, scikit-learn, Jupyter, matplotlib, pip, virtualenv, packaging, type hints, analytics engineering, dbt, semantic layer, transformation, metrics"
J11,Analytics Engineer,C15,Data Pipelines,3,Intermediate,"data pipeline, Airflow, Prefect, Luigi, scheduling, orchestration, DAG, ETL, ELT, batch processing, streaming, Kafka, Spark Structured Streaming, analytics engineering, dbt, semantic layer, transformation, metrics"
J11,Analytics Engineer,C35,Data Quality Management,4,Advanced,"data quality, validation, profiling, completeness, accuracy, consistency, anomaly detection, Great Expectations, dbt tests, analytics engineering, dbt, semantic layer, transformation, metrics"
J12,Data Governance Specialist,C34,Data Governance & Compliance,5,Expert,"data governance, data catalog, lineage, metadata, stewardship, policies, compliance, ISO 27001, SOC 2, governance, compliance, policies, lineage, catalog, stewardship"
J12,Data Governance Specialist,C35,Data Quality Management,5,Expert,"data quality, validation, profiling, completeness, accuracy, consistency, anomaly detection, Great Expectations, dbt tests, governance, compliance, policies, lineage, catalog, stewardship"
J12,Data Governance Specialist,C33,Security & Privacy,4,Advanced,"security, privacy, GDPR, encryption, authentication, authorization, secrets management, threat modeling, OWASP, governance, compliance, policies, lineage, catalog, stewardship"
J12,Data Governance Specialist,C17,Data Warehousing,3,Intermediate,"data warehousing, star schema, snowflake schema, dimensional modeling, fact table, dimension table, Kimball, OLAP, ELT, dbt, semantic layer, governance, compliance, policies, lineage, catalog, stewardship"
J12,Data Governance Specialist,C18,Business Intelligence,3,Intermediate,"business intelligence, BI, reporting, dashboards, KPI, metrics layer, DAX, Power BI, SSAS, Looker, semantic models, governance, compliance, policies, lineage, catalog, stewardship"
J12,Data Governance Specialist,C01,Data Cleaning,3,Intermediate,"data cleaning, data wrangling, preprocessing, preparation, missing values, outliers, duplicates, imputation, normalization, standardization, data profiling, data validation, pandas, data quality checks, governance, compliance, policies, lineage, catalog, stewardship"
J12,Data Governance Specialist,C36,ETL/ELT,3,Intermediate,"ETL, ELT, extraction, transformation, loading, connectors, Fivetran, Stitch, Informatica, Talend, dbt, governance, compliance, policies, lineage, catalog, stewardship"
J12,Data Governance Specialist,C37,Data Modeling (Dimensional/ERM),3,Intermediate,"data modeling, ERD, dimensional modeling, normalization, denormalization, star schema, snowflake schema, surrogate keys, governance, compliance, policies, lineage, catalog, stewardship"
